node_id,level_1_code,level_1_name,level_2_code,level_2_name,level_3_code,level_3_name,remark,source_pdf_page,source_anomaly
db44t2479-2024:0108:010801,01,科教文体,0108,旅游服务,010801,导游,导游服务及导游员等相关诉求,9,
db44t2479-2024:0108:010802,01,科教文体,0108,旅游服务,010802,旅行社,旅行社服务的相关诉求,9,
db44t2479-2024:0108:010803,01,科教文体,0108,旅游服务,010803,住宿服务,酒店/民宿服务的相关诉求,9,
db44t2479-2024:0108:010804,01,科教文体,0108,旅游服务,010804,景区,景区营业、治安、环境、设施管理等方面的诉求,9,
db44t2479-2024:0108:010899,01,科教文体,0108,旅游服务,010899,其他旅游服务,未列入上述内容的其他旅游服务相关诉求,9,
db44t2479-2024:0201:020101,02,公卫医疗,0201,人口计生,020101,生育政策,生育相关法律法规政策（如三孩生育政策、再生育相关规定、生育奖励假）咨询、事项办理咨询、业务查询等诉求,9,
db44t2479-2024:0201:020102,02,公卫医疗,0201,人口计生,020102,生育登记,生育登记业务办理咨询、监督投诉等诉求,9,
db44t2479-2024:0201:020103,02,公卫医疗,0201,人口计生,020103,计划生育奖励扶助,计划生育奖励和扶助有关政策咨询、业务办理咨询、监督投诉等诉求,9,
db44t2479-2024:0201:020199,02,公卫医疗,0201,人口计生,020199,其他人口计生,未列入上述内容的其他人口计生相关诉求,9,
db44t2479-2024:0202:020201,02,公卫医疗,0202,卫生保健,020201,健康管理,0～6岁儿童、孕产妇、老年人、高血压及2型糖尿病等慢性病患者、严重精神障碍患者、肺结核患者等群体的健康指导、随访评估等健康管理服务等。包括对65岁以上老人、0～3岁儿童的体质辨识、健康指导等中医药保健服务,9,
db44t2479-2024:0202:020202,02,公卫医疗,0202,卫生保健,020202,健康教育,健康教育相关诉求,9,
db44t2479-2024:0202:020203,02,公卫医疗,0202,卫生保健,020203,居民健康档案,居民健康档案建立、查询、管理等相关诉求,9,
db44t2479-2024:0202:020299,02,公卫医疗,0202,卫生保健,020299,其他卫生保健,未列入上述内容的其他卫生保健相关诉求,9,
db44t2479-2024:0203:020301,02,公卫医疗,0203,医疗服务,020301,预约挂号,预约挂号相关问题的诉求，包括电话挂号、网络挂号、排队等问题,9,
db44t2479-2024:0203:020302,02,公卫医疗,0203,医疗服务,020302,医院行政管理,对医院机构、人事、财务、管理等方面的诉求,9,
db44t2479-2024:0203:020303,02,公卫医疗,0203,医疗服务,020303,健康体检,健康体检相关问题的咨询、投诉等诉求,9,
db44t2479-2024:0203:020304,02,公卫医疗,0203,医疗服务,020304,医学鉴定,医学鉴定相关问题的咨询、投诉等诉求，包括疾病鉴定、工伤鉴定、亲子鉴定等,9,
db44t2479-2024:0203:020305,02,公卫医疗,0203,医疗服务,020305,急救转运,急救转运（将需紧急救治的患者转运至其他医院的过程）相关诉求,9,
db44t2479-2024:0203:020306,02,公卫医疗,0203,医疗服务,020306,医德医风,有关医院、医生的品德行为等方面的诉求,9,
db44t2479-2024:0203:020307,02,公卫医疗,0203,医疗服务,020307,医患纠纷,对医生和患者本人及亲属之间发生的医疗纠纷等诉求,9,
db44t2479-2024:0203:020308,02,公卫医疗,0203,医疗服务,020308,非法行医,有关非法行医的诉求，如行医执照过期、吊销、未取得、以非法手段取得等,10,
db44t2479-2024:0203:020399,02,公卫医疗,0203,医疗服务,020399,其他医疗服务,未列入上述内容的其他医疗服务相关诉求,10,
db44t2479-2024:0204:020401,02,公卫医疗,0204,公共卫生,020401,疫苗接种,公众疫苗接种相关服务等诉求,10,
db44t2479-2024:0204:020402,02,公卫医疗,0204,公共卫生,020402,疾病防控,传染病、慢性病、地方病、结核病、艾滋病等疾病预防管理的咨询、建议等诉求,10,
db44t2479-2024:0204:020403,02,公卫医疗,0204,公共卫生,020403,医疗用血,包含无偿献血在内的医疗用血使用、管理相关诉求,10,
db44t2479-2024:0204:020404,02,公卫医疗,0204,公共卫生,020404,禁烟控烟,公共场所禁烟控烟有关情况等相关诉求,10,
db44t2479-2024:0204:020405,02,公卫医疗,0204,公共卫生,020405,有害生物防治,血吸虫、白蚁、老鼠等以寄生虫为代表的有害生物防治情况等方面的诉求,10,
db44t2479-2024:0204:020406,02,公卫医疗,0204,公共卫生,020406,新冠疫情,防控政策措施、集中隔离管理服务、核酸及抗原检测、新冠疫苗接种、就医购药咨询等诉求,10,
db44t2479-2024:0204:020499,02,公卫医疗,0204,公共卫生,020499,其他公共卫生,未列入上述内容的其他公共卫生相关诉求,10,
db44t2479-2024:0205:020501,02,公卫医疗,0205,医药管理,020501,药品管理,药品的生产、销售、管理等相关诉求,10,
db44t2479-2024:0205:020502,02,公卫医疗,0205,医药管理,020502,化妆品管理,化妆品的生产、销售、管理等相关诉求,10,
db44t2479-2024:0205:020503,02,公卫医疗,0205,医药管理,020503,保健品管理,保健品的生产、销售、管理等相关诉求,10,
db44t2479-2024:0205:020504,02,公卫医疗,0205,医药管理,020504,医疗器械管理,医疗器械的生产、销售、管理等相关诉求,10,
db44t2479-2024:0205:020599,02,公卫医疗,0205,医药管理,020599,其他医药管理,未列入上述内容的其他医药管理相关诉求,10,
db44t2479-2024:0206:020601,02,公卫医疗,0206,心理卫生,020601,自杀预防,有关自杀预防（对于自杀行为如自杀未遂和自杀姿态，自杀意念如自杀观念和自杀企图的患者，应该及时、积极地提供预防自杀的措施）的诉求,10,
db44t2479-2024:0206:020602,02,公卫医疗,0206,心理卫生,020602,严重精神障碍患者,严重精神障碍患者服务、管理的诉求，包括提供患者信息管理、随访评估、分类干预和健康体检服务等,10,
db44t2479-2024:0206:020603,02,公卫医疗,0206,心理卫生,020603,心理咨询热线,为有需要的市民提供心理帮助,10,
db44t2479-2024:0206:020699,02,公卫医疗,0206,心理卫生,020699,其他心理卫生,未列入上述内容的其他心理卫生相关诉求,10,
db44t2479-2024:0301:030101,03,城乡建设,0301,住房公积金,030101,公积金提取,公积金提取相关诉求,10,
db44t2479-2024:0301:030102,03,城乡建设,0301,住房公积金,030102,公积金贷款,公积金贷款相关诉求,10,
db44t2479-2024:0301:030103,03,城乡建设,0301,住房公积金,030103,公积金转移,公积金转移相关诉求,10,
db44t2479-2024:0301:030104,03,城乡建设,0301,住房公积金,030104,公积金缴存,公积金缴存相关诉求,10,
db44t2479-2024:0301:030105,03,城乡建设,0301,住房公积金,030105,公积金余额查询,公积金余额的查询相关诉求,10,
db44t2479-2024:0301:030199,03,城乡建设,0301,住房公积金,030199,其他公积金服务,未列入上述内容的其他公积金服务相关诉求,10,
db44t2479-2024:0302:030201,03,城乡建设,0302,房屋管理,030201,购房政策,购房政策相关诉求，包括异地购房、新房购买政策等,10,
db44t2479-2024:0302:030202,03,城乡建设,0302,房屋管理,030202,不动产登记,不动产登记政策的咨询、业务办理、监督投诉等诉求,10,
db44t2479-2024:0302:030203,03,城乡建设,0302,房屋管理,030203,租赁备案,租赁政策咨询、租赁备案手续办理等诉求,10,
db44t2479-2024:0302:030204,03,城乡建设,0302,房屋管理,030204,房屋纠纷,对房屋买卖租赁过程中产生的纠纷、投诉等诉求，如房屋买卖合同纠纷、新房交付问题、租赁合同纠纷等,11,
db44t2479-2024:0302:030205,03,城乡建设,0302,房屋管理,030205,房屋交易管理,房地产开发企业资质核准、车位租售、房屋出售管理、房屋质量等方面诉求,11,
db44t2479-2024:0302:030206,03,城乡建设,0302,房屋管理,030206,房屋安全,房屋安全方面的投诉、举报等诉求，如安全质量鉴定、邻居擅自敲除承重墙等,11,
db44t2479-2024:0302:030299,03,城乡建设,0302,房屋管理,030299,其他房屋管理,未列入上述内容的其他房屋管理相关诉求,11,
db44t2479-2024:0303:030301,03,城乡建设,0303,市容市貌,030301,建筑工程管理,对无证施工、建筑渣土、车辆带泥上路、违章挖掘、工地扬尘、逾期清场等方面的诉求,11,
db44t2479-2024:0303:030302,03,城乡建设,0303,市容市貌,030302,市容环卫,对垃圾物料处置、焚烧树叶、垃圾分类、乱涂乱画乱刻、擅自饲养家禽家畜等方面的诉求,11,
db44t2479-2024:0303:030303,03,城乡建设,0303,市容市貌,030303,房屋违建（破损）,对改变房屋使用性质问题、建筑外立面缺损问题、室内或楼宇内部改建问题、增建楼层、接坡/防盗网/接管排水等方面的诉求,11,
db44t2479-2024:0303:030304,03,城乡建设,0303,市容市貌,030304,户外广告,审批办理、搭建设置等问题的相关诉求,11,
db44t2479-2024:0303:030399,03,城乡建设,0303,市容市貌,030399,其他市容市貌,未列入上述内容的其他市容市貌相关诉求,11,
db44t2479-2024:0304:030401,03,城乡建设,0304,城乡规划,030401,土地管理,业务办理、监管投诉等诉求,11,
db44t2479-2024:0304:030402,03,城乡建设,0304,城乡规划,030402,拆迁安置,对拆迁补偿、过渡住房与补贴、安置用房等拆迁安置过程中相关问题的诉求,11,
db44t2479-2024:0304:030403,03,城乡建设,0304,城乡规划,030403,总体规划,对城乡住房建设规划政策的咨询、建议、投诉等诉求,11,
db44t2479-2024:0304:030499,03,城乡建设,0304,城乡规划,030499,其他城乡规划,未列入上述内容的其他城乡规划相关诉求,11,
db44t2479-2024:0305:030501,03,城乡建设,0305,城市设施管理,030501,公共设施,对井盖、照明、下水道等公共设施的诉求,11,
db44t2479-2024:0305:030502,03,城乡建设,0305,城市设施管理,030502,环卫设施,公共厕所、公厕指示牌、化粪池、果皮箱、垃圾间、资源回收处理站、洒水车等环卫设施的诉求,11,
db44t2479-2024:0305:030503,03,城乡建设,0305,城市设施管理,030503,道路设施,道路占用封闭或建设许可等许可审批，道路桥梁设施设置问题，监控、标志指示设置问题等诉求,11,
db44t2479-2024:0305:030599,03,城乡建设,0305,城市设施管理,030599,其他城市设施管理,未列入上述内容的其他城市设施管理相关诉求,11,
db44t2479-2024:0306:030601,03,城乡建设,0306,物业管理,030601,小区安保,小区安保相关诉求，包括小区安保人员和安全保障工作等事宜,11,
db44t2479-2024:0306:030602,03,城乡建设,0306,物业管理,030602,小区卫生,小区卫生方面相关诉求，包括公共区域的地面清洁、垃圾清理、小区居民乱推垃圾等事宜,11,
db44t2479-2024:0306:030603,03,城乡建设,0306,物业管理,030603,小区公共设施,对小区公共设施相关诉求，包括门禁等公共设施的新建、维修、恶意毁坏、保护工作等事宜,11,
db44t2479-2024:0306:030604,03,城乡建设,0306,物业管理,030604,小区秩序,对小区公共区域秩序方面的表扬、投诉等诉求,11,
db44t2479-2024:0306:030605,03,城乡建设,0306,物业管理,030605,车库车位管理,小区车库车位购买、租用、使用、管理、违规停放问题等方面的诉求,11,
db44t2479-2024:0306:030606,03,城乡建设,0306,物业管理,030606,住改商,住房改商用房的诉求,11,
db44t2479-2024:0306:030607,03,城乡建设,0306,物业管理,030607,物业费缴纳,对物业费收费标准、缴纳办法及缴费乱象等方面的诉求,12,
db44t2479-2024:0306:030608,03,城乡建设,0306,物业管理,030608,物业服务问题,对物业服务、物业与业主纠纷等方面的诉求,12,
db44t2479-2024:0306:030609,03,城乡建设,0306,物业管理,030609,小区自治,小区自治管理等方面的诉求,12,
db44t2479-2024:0306:030699,03,城乡建设,0306,物业管理,030699,其他物业管理,未列入上述内容的其他物业管理相关诉求,12,
db44t2479-2024:0307:030701,03,城乡建设,0307,街面秩序,030701,游商,对流动摊贩（点）的相关诉求,12,
db44t2479-2024:0307:030702,03,城乡建设,0307,街面秩序,030702,占道废品收购,对废品收购占用公共场所、道路等行为的诉求,12,
db44t2479-2024:0307:030703,03,城乡建设,0307,街面秩序,030703,店外经营,对主、次类道路上店外摆放物品，影响道路通行等行为的诉求,12,
db44t2479-2024:0307:030704,03,城乡建设,0307,街面秩序,030704,乱堆物堆料,对主次道路、公共场所无序堆放物品等行为的诉求,12,
db44t2479-2024:0307:030705,03,城乡建设,0307,街面秩序,030705,露天烧烤,对道路及公共场所内烧烤食物等行为的诉求,12,
db44t2479-2024:0307:030706,03,城乡建设,0307,街面秩序,030706,沿街晾挂,对主、次类道路沿街晾晒悬挂物品等行为的诉求,12,
db44t2479-2024:0307:030707,03,城乡建设,0307,街面秩序,030707,毁绿占绿,对非法占用绿地、毁坏绿化植被等行为的诉求,12,
db44t2479-2024:0307:030708,03,城乡建设,0307,街面秩序,030708,沿街物品设置不合理,沿街立面物品设置、不按规定设摊位等行为的诉求,12,
db44t2479-2024:0307:030709,03,城乡建设,0307,街面秩序,030709,非法流动洗车,对非法在道路及公共场所流动洗车等行为的诉求,12,
db44t2479-2024:0307:030710,03,城乡建设,0307,街面秩序,030710,非法沿河占道洗车,对非法沿河占道洗车等行为的诉求,12,
db44t2479-2024:0307:030711,03,城乡建设,0307,街面秩序,030711,市容环卫责任人失职,对市容环卫责任人失职等行为的诉求,12,
db44t2479-2024:0307:030799,03,城乡建设,0307,街面秩序,030799,其他街面秩序,未列入上述内容的其他街面秩序问题相关诉求,12,
db44t2479-2024:0401:040101,04,自然资源与环境保护,0401,自然资源,040101,森林资源,森林资源保护咨询、行为监管投诉等诉求,12,
db44t2479-2024:0401:040102,04,自然资源与环境保护,0401,自然资源,040102,地理测绘,业务办理咨询等诉求,12,
db44t2479-2024:0401:040103,04,自然资源与环境保护,0401,自然资源,040103,野生动植物,业务办理咨询、行为监管投诉等诉求,12,
db44t2479-2024:0401:040104,04,自然资源与环境保护,0401,自然资源,040104,生态保护,行为监管投诉等诉求,12,
db44t2479-2024:0401:040105,04,自然资源与环境保护,0401,自然资源,040105,海洋经济,行为监督投诉等诉求,12,
db44t2479-2024:0401:040106,04,自然资源与环境保护,0401,自然资源,040106,历史遗迹,业务办理咨询、行为监管投诉等诉求,12,
db44t2479-2024:0401:040199,04,自然资源与环境保护,0401,自然资源,040199,其他自然资源,未列入上述内容的其他自然资源相关诉求,12,
db44t2479-2024:0402:040201,04,自然资源与环境保护,0402,污染防治,040201,噪声污染,工业企业噪声污染、交通噪声污染（交通道路噪声、航空器、机动车、火车、船舶鸣笛等）、建筑施工噪声污染、社会生活噪声污染（文娱场所、商业活动、公共场所活动、住宅区配套设施及家庭活动噪声）等行为的相关诉求,12,
db44t2479-2024:0402:040202,04,自然资源与环境保护,0402,污染防治,040202,大气污染,工业企业废气及锅炉排放物大气污染、其他类大气污染等行为的相关诉求,12,
db44t2479-2024:0402:040203,04,自然资源与环境保护,0402,污染防治,040203,光污染,光污染行为的相关诉求,12,
db44t2479-2024:0402:040204,04,自然资源与环境保护,0402,污染防治,040204,辐射污染,放射性污染、电磁辐射污染行为的相关诉求,12,
db44t2479-2024:0402:040205,04,自然资源与环境保护,0402,污染防治,040205,水污染,工业企业排放水污染物、其他地表水水质污染行为的相关诉求,13,
db44t2479-2024:0402:040206,04,自然资源与环境保护,0402,污染防治,040206,固废污染,危险废物及一般工业固废污染、医疗废物污染、城镇污水处理设施产生污泥污染、生活垃圾违法违规处置污染、建筑垃圾违法违规处置污染、农业生产固废污染行为的相关诉求,13,
db44t2479-2024:0402:040207,04,自然资源与环境保护,0402,污染防治,040207,海洋污染,海洋污染行为的相关诉求,13,
db44t2479-2024:0402:040299,04,自然资源与环境保护,0402,污染防治,040299,其他污染防治,未列入上述内容的其他污染防治相关诉求,13,
db44t2479-2024:0403:040301,04,自然资源与环境保护,0403,水利,040301,水库,水库审批、报废等办理咨询，行为监督投诉等诉求,13,
db44t2479-2024:0403:040302,04,自然资源与环境保护,0403,水利,040302,河道,,13,
db44t2479-2024:0403:040303,04,自然资源与环境保护,0403,水利,040303,水务监管,河道管理范围内有关活动审批、信息咨询、投诉等诉求,13,
db44t2479-2024:0403:040304,04,自然资源与环境保护,0403,水利,040304,水旱灾害防御,预警信息查询、监督投诉等诉求,13,
db44t2479-2024:0403:040399,04,自然资源与环境保护,0403,水利,040399,其他水利,未列入上述内容的其他水利相关诉求,13,
db44t2479-2024:0404:040401,04,自然资源与环境保护,0404,环保业务,040401,政策信息,环境保护信息查询、监督投诉等诉求,13,
db44t2479-2024:0404:040402,04,自然资源与环境保护,0404,环保业务,040402,资质办理,许可、资质等手续办理咨询、投诉等诉求,13,
db44t2479-2024:0404:040499,04,自然资源与环境保护,0404,环保业务,040499,其他环保业务,未列入上述内容的其他环保业务相关诉求,13,
db44t2479-2024:0405:040501,04,自然资源与环境保护,0405,气象地理,040501,气象服务,台风、水浸、冰雹等气象服务等诉求,13,
db44t2479-2024:0405:040502,04,自然资源与环境保护,0405,气象地理,040502,水文服务,水文信息查询、监督投诉等诉求,13,
db44t2479-2024:0405:040503,04,自然资源与环境保护,0405,气象地理,040503,地理信息测绘,对地质、地理、测绘等问题的诉求,13,
db44t2479-2024:0405:040504,04,自然资源与环境保护,0405,气象地理,040504,地震服务,地震信息查询、情况反映等诉求,13,
db44t2479-2024:0405:040599,04,自然资源与环境保护,0405,气象地理,040599,其他气象地理,未列入上述内容的其他气象地理相关诉求,13,
db44t2479-2024:0406:040601,04,自然资源与环境保护,0406,矿产能源,040601,能源,有关能源的相关诉求,13,
db44t2479-2024:0406:040602,04,自然资源与环境保护,0406,矿产能源,040602,燃料燃气,有关燃料燃气的相关诉求,13,
db44t2479-2024:0406:040603,04,自然资源与环境保护,0406,矿产能源,040603,矿产资源管理,有关矿产资源管理的相关诉求,13,
db44t2479-2024:0406:040699,04,自然资源与环境保护,0406,矿产能源,040699,其他矿产能源,未列入上述内容的其他矿产能源相关诉求,13,
db44t2479-2024:0501:050101,05,交通运输,0501,快递物流,050101,快递问题,快递问题的投诉和建议，包括丢件、破损纠纷等诉求,13,
db44t2479-2024:0501:050102,05,交通运输,0501,快递物流,050102,快递寄存柜,快递寄存柜破损、倾斜、锈蚀、缺亮、电子故障、投诉等诉求,13,
db44t2479-2024:0501:050103,05,交通运输,0501,快递物流,050103,物流,物流咨询，货物丢失、货物损坏、不送货的投诉等诉求,13,
db44t2479-2024:0501:050199,05,交通运输,0501,快递物流,050199,其他快递物流,未列入上述内容的其他快递物流相关诉求,13,
db44t2479-2024:0502:050201,05,交通运输,0502,公共汽车,050201,公交卡,公交卡办理、挂失咨询等诉求,13,
db44t2479-2024:0502:050202,05,交通运输,0502,公共汽车,050202,公交服务,对公交司机服务的等诉求,13,
db44t2479-2024:0502:050203,05,交通运输,0502,公共汽车,050203,公交班次,对公交车运行时间安排、准点情况等方面的诉求,13,
db44t2479-2024:0502:050204,05,交通运输,0502,公共汽车,050204,公交线路,对已有和待设公交线路的走向、站点、站名等方面的诉求,13,
db44t2479-2024:0502:050299,05,交通运输,0502,公共汽车,050299,其他公共汽车,未列入上述内容的其他公共汽车相关诉求,14,
db44t2479-2024:0503:050301,05,交通运输,0503,公共自行车,050301,公共自行车卡业务,对公共自行车卡的办理、加载、退卡、补办等卡务服务等方面的诉求,14,
db44t2479-2024:0503:050302,05,交通运输,0503,公共自行车,050302,公共自行车桩点管理,对空桩、满桩、桩点不足等方面的诉求,14,
db44t2479-2024:0503:050303,05,交通运输,0503,公共自行车,050303,公共自行车租赁点,公共自行车租赁、租赁点的咨询、建议等诉求,14,
db44t2479-2024:0503:050304,05,交通运输,0503,公共自行车,050304,公共自行车车辆使用,骑行事故、车辆故障、私自占有车辆、取车还车困难等方面的投诉、举报等诉求,14,
db44t2479-2024:0503:050305,05,交通运输,0503,公共自行车,050305,共享单车管理,对共享单车企业产品和服务的投诉等诉求,14,
db44t2479-2024:0503:050399,05,交通运输,0503,公共自行车,050399,其他公共自行车,未列入上述内容的其他公共自行车相关诉求,14,
db44t2479-2024:0504:050401,05,交通运输,0504,出租汽车,050401,出租汽车服务,对出租车司机服务的诉求,14,
db44t2479-2024:0504:050402,05,交通运输,0504,出租汽车,050402,网约车管理,对网约车服务的诉求,14,
db44t2479-2024:0504:050499,05,交通运输,0504,出租汽车,050499,其他出租汽车,未列入上述内容的其他出租汽车诉求,14,
db44t2479-2024:0505:050501,05,交通运输,0505,城际客运,050501,城际客运服务,对汽车客运站以及客运车司机服务的诉求,14,
db44t2479-2024:0505:050502,05,交通运输,0505,城际客运,050502,客运售票网点,对售票站点、售票网络系统的诉求,14,
db44t2479-2024:0505:050503,05,交通运输,0505,城际客运,050503,客运票务信息,对客运车票票务信息的查询及购票、退票事宜咨询等诉求,14,
db44t2479-2024:0505:050599,05,交通运输,0505,城际客运,050599,其他城际客运,未列入上述内容的其他城际客运相关诉求,14,
db44t2479-2024:0506:050601,05,交通运输,0506,水路交通,050601,码头渡口管理,对码头渡口的设置、迁移与撤销管理等诉求,14,
db44t2479-2024:0506:050602,05,交通运输,0506,水路交通,050602,船员管理,对船员培训、考试、发证、持证、船上配员、体格要求、遵守法规行为等诉求,14,
db44t2479-2024:0506:050603,05,交通运输,0506,水路交通,050603,船舶管理,包括对船舶登记管理、船舶进出港口签证管理、外国籍船舶管理、船舶机务管理、船舶技术管理以及船舶离靠码头管理等诉求,14,
db44t2479-2024:0506:050604,05,交通运输,0506,水路交通,050604,通航管理,对通航环境、通航秩序以及相关人为活动管理等诉求,14,
db44t2479-2024:0506:050699,05,交通运输,0506,水路交通,050699,其他水路交通,未列入上述内容的其他水陆交通相关诉求,14,
db44t2479-2024:0507:050701,05,交通运输,0507,空中交通,050701,机场服务,对机场工作人员服务的相关诉求,14,
db44t2479-2024:0507:050702,05,交通运输,0507,空中交通,050702,票务信息,机票票务信息、购退票事宜等诉求,14,
db44t2479-2024:0507:050703,05,交通运输,0507,空中交通,050703,航班信息,对航班班次信息的咨询等诉求,14,
db44t2479-2024:0507:050799,05,交通运输,0507,空中交通,050799,其他空中交通,未列入上述内容的其他空中交通相关诉求,14,
db44t2479-2024:0508:050801,05,交通运输,0508,轨道交通,050801,有轨电车服务,对有轨电车的站点、线路的咨询、建议，对有轨电车工作人员服务的诉求,14,
db44t2479-2024:0508:050802,05,交通运输,0508,轨道交通,050802,轨交文明行为,反映车厢内乞讨、扰乱乘车秩序、轻轨站内不文明行为等各类问题的诉求,14,
db44t2479-2024:0508:050803,05,交通运输,0508,轨道交通,050803,轨交班次,对轻轨交通列车运行时间安排、列车准点情况等各类问题的诉求,14,
db44t2479-2024:0508:050804,05,交通运输,0508,轨道交通,050804,轨交站内设施,对轻轨运营设备、设施与站内环境等各类问题的诉求,15,
db44t2479-2024:0508:050805,05,交通运输,0508,轨道交通,050805,轨交线路,对已有和待建线路的走向、站点、站名、工期、勘察等方面的诉求,15,
db44t2479-2024:0508:050806,05,交通运输,0508,轨道交通,050806,轨交运营服务,反映轨道交通运营票务规则方面的各类问题；反映轨道交通运营服务人员态度等各类问题的诉求,15,
db44t2479-2024:0508:050807,05,交通运输,0508,轨道交通,050807,运营政策与安检,反映不允许携带易燃易爆物、自行车、食物等规定方面的各类问题；反映轨道交通运营进站安检方面的各类问题等诉求,15,
db44t2479-2024:0508:050899,05,交通运输,0508,轨道交通,050899,其他轨道交通,未列入上述内容的其他轨道交通相关诉求,15,
db44t2479-2024:0509:050901,05,交通运输,0509,铁路交通,050901,火车站设施管理,对火车站内厕所、取票器、显示屏、无障碍设施等站内设施维护与管理的诉求,15,
db44t2479-2024:0509:050902,05,交通运输,0509,铁路交通,050902,车厢服务,对列车车厢工作人员服务的诉求,15,
db44t2479-2024:0509:050903,05,交通运输,0509,铁路交通,050903,铁路列次信息,铁路车次查询等诉求,15,
db44t2479-2024:0509:050904,05,交通运输,0509,铁路交通,050904,铁路服务,对火车站站内工作人员服务的诉求,15,
db44t2479-2024:0509:050905,05,交通运输,0509,铁路交通,050905,铁路票务信息,铁路车票票务信息、购退票事宜的诉求,15,
db44t2479-2024:0509:050999,05,交通运输,0509,铁路交通,050999,其他铁路交通,未列入上述内容的其他铁路交通相关诉求,15,
db44t2479-2024:0510:051001,05,交通运输,0510,车辆管理,051001,三小车辆整治,对摩托车、三轮汽车、四轮低速载货汽车交通违法行为等诉求,15,
db44t2479-2024:0510:051002,05,交通运输,0510,车辆管理,051002,二手车过户,对二手车过户手续咨询、过户纠纷等诉求,15,
db44t2479-2024:0510:051003,05,交通运输,0510,车辆管理,051003,人力三轮车管理,对人力三轮车服务、管理等诉求,15,
